	[C](normalized)	[CCML](normalized)	[Ca](normalized)	[CWP](normalized)	[N](normalized)	[NCML](normalized)
hsa_circ_0041359	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0041252	0	2.663747764	3.718925404	1.487322856	3.243714061	0.485919059
hsa_circ_0041250	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041247	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041195	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041164	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0041154	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0041150	0	3.833672766	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040929	2.321928095	0.663747764	2.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0040928	0	0.663747764	0.549000403	3.072285357	0.658751561	0.485919059
hsa_circ_0040831	2	0.663747764	2.133962904	0.487322856	3.466106483	0.485919059
hsa_circ_0040827	2.321928095	2.663747764	4.796927916	2.809250951	0.658751561	0.485919059
hsa_circ_0040824	0	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0040823	5.700439718	5.123179383	6.249440121	3.946754475	2.243714061	3.070881559
hsa_circ_0040810	1.584962501	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0040809	2.321928095	2.985675859	4.718925404	2.487322856	0.658751561	0.485919059
hsa_circ_0040719	0	1.663747764	3.356355325	0.487322856	0.658751561	1.485919059
hsa_circ_0040710	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040707	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0040622	1.584962501	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040559	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040529	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0040450	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0040414	3.584962501	2.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0040370	0	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040321	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040231	1	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040223	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040210	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040206	2	0.663747764	2.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0040188	0	2.248710265	3.133962904	1.487322856	0.658751561	0.485919059
hsa_circ_0040148	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040132	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0040123	3	3.248710265	3.718925404	1.487322856	0.658751561	0.485919059
hsa_circ_0040075	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0040000	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0039983	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0039943	4.857980995	3.985675859	3.356355325	2.809250951	2.658751561	2.485919059
hsa_circ_0039930	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0039915	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0039914	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0039783	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0039749	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0039521	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0039346	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0039275	2.321928095	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0039210	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0039158	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0039134	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0039053	0	0.663747764	0.549000403	0.487322856	0.658751561	2.485919059
hsa_circ_0038980	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038844	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038824	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0038819	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038773	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038760	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0038737	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038725	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0038715	3.807354922	2.985675859	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0038704	1	2.985675859	4.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0038687	1.584962501	1.663747764	1.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0038608	0	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0038487	1	2.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0038439	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038363	3.169925001	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038329	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038258	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0038249	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038113	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038085	1.584962501	0.663747764	0.549000403	0.487322856	3.466106483	0.485919059
hsa_circ_0038063	0	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038062	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0038054	1.584962501	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0038053	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038047	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0038005	2.807354922	4.123179383	3.718925404	3.294677779	3.243714061	0.485919059
hsa_circ_0037972	0	0.663747764	3.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037955	1	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0037936	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037935	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0037926	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037911	2.584962501	3.663747764	2.549000403	0.487322856	4.466106483	0.485919059
hsa_circ_0037910	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037896	0	2.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037809	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037807	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0037806	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037777	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037753	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037710	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0037655	0	0.663747764	1.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0037563	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037379	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0037353	2.321928095	0.663747764	2.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0037207	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037158	0	0.663747764	4.356355325	1.487322856	0.658751561	0.485919059
hsa_circ_0037142	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0037100	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037078	0	2.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0037007	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0037002	1.584962501	1.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0036988	0	0.663747764	0.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0036984	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0036960	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0036768	0	0.663747764	4.008432022	2.487322856	0.658751561	0.485919059
hsa_circ_0036751	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036730	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036649	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036629	1.584962501	4.248710265	2.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0036615	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0036610	0	0.663747764	2.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0036599	0	1.663747764	3.133962904	0.487322856	3.980679655	1.485919059
hsa_circ_0036587	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036554	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036493	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036466	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036441	2	2.985675859	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0036429	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036417	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036410	0	0.663747764	1.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0036402	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0036380	0	2.248710265	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0036377	0	0.663747764	3.718925404	0.487322856	0.658751561	0.485919059
hsa_circ_0036376	1.584962501	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0036374	0	0.663747764	2.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0036372	0	0.663747764	4.133962904	2.809250951	0.658751561	0.485919059
hsa_circ_0036354	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036254	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036240	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0036234	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036232	2	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036224	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0036084	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0036036	1	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0036035	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035999	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035958	2.584962501	0.663747764	0.549000403	2.809250951	0.658751561	0.485919059
hsa_circ_0035956	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035947	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035935	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035929	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035908	0	0.663747764	0.549000403	3.072285357	0.658751561	0.485919059
hsa_circ_0035897	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0035892	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035877	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035875	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035857	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035830	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0035828	1.584962501	0.663747764	2.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0035818	2.584962501	1.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035802	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0035801	0	0.663747764	3.356355325	0.487322856	0.658751561	0.485919059
hsa_circ_0035796	2.321928095	0.663747764	2.133962904	2.072285357	0.658751561	0.485919059
hsa_circ_0035575	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035560	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035537	2.321928095	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035482	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035314	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035296	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035294	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0035292	0	3.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035285	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035277	2.321928095	1.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035276	2	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0035273	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0035269	2	3.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035249	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035228	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035214	2	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0035198	2	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035197	1	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035196	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0035189	3.459431619	2.985675859	4.133962904	0.487322856	0.658751561	1.485919059
hsa_circ_0035086	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0035052	0	0.663747764	0.549000403	0.487322856	3.243714061	0.485919059
hsa_circ_0035051	1	0.663747764	3.133962904	0.487322856	4.118183179	0.485919059
hsa_circ_0034967	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034947	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034880	2.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034867	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0034826	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034803	1	0.663747764	2.549000403	0.487322856	0.658751561	2.807847153
hsa_circ_0034754	1.584962501	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0034681	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034557	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034555	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0034415	2	0.663747764	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0034414	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034405	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034349	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0034346	0	2.985675859	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0034293	0	1.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0034050	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0033614	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0033598	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0033496	0	2.248710265	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0033476	0	0.663747764	2.870928498	0.487322856	0.658751561	0.485919059
hsa_circ_0033475	3	3.985675859	2.870928498	0.487322856	3.466106483	0.485919059
hsa_circ_0033431	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0033421	0	0.663747764	0.549000403	0.487322856	2.980679655	0.485919059
hsa_circ_0033184	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0033161	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0033155	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0033144	1.584962501	0.663747764	3.356355325	2.487322856	0.658751561	0.485919059
hsa_circ_0033126	4.169925001	4.123179383	2.870928498	1.487322856	0.658751561	2.070881559
hsa_circ_0033010	2	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032963	1	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032959	2.321928095	2.985675859	3.356355325	0.487322856	0.658751561	2.485919059
hsa_circ_0032943	2.807354922	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032940	0	0.663747764	0.549000403	0.487322856	0.658751561	2.070881559
hsa_circ_0032939	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	1.485919059
hsa_circ_0032903	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032837	0	2.248710265	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032826	1.584962501	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032822	1	1.663747764	0.549000403	0.487322856	2.243714061	0.485919059
hsa_circ_0032746	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032745	0	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0032704	2.321928095	0.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032683	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0032662	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032649	0	0.663747764	2.133962904	0.487322856	0.658751561	2.070881559
hsa_circ_0032644	0	0.663747764	0.549000403	2.072285357	0.658751561	0.485919059
hsa_circ_0032529	0	1.663747764	0.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032519	0	0.663747764	0.549000403	1.487322856	0.658751561	0.485919059
hsa_circ_0032491	0	0.663747764	2.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032460	0	0.663747764	3.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0032457	1	0.663747764	2.133962904	0.487322856	0.658751561	0.485919059
hsa_circ_0032436	0	0.663747764	0.549000403	0.487322856	4.118183179	0.485919059
hsa_circ_0032352	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032275	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
hsa_circ_0032194	0	0.663747764	1.549000403	0.487322856	0.658751561	0.485919059
